sid,Shannon diversity
0001,5.858100479394443
0027,4.5422830574934085
0010,5.124380067602633
0020,6.5182998982243925
0011,5.008915147331099
0019,4.767446229662333
107201700051,5.441991265266252
0002,5.539440458279096
0005,3.9233161438927593
0021,5.021680088358294
0022,4.6681841239709065
0006,4.477548485835883
107201700022,3.4286255170406514
107201700033,1.764495590610861
0013,5.308200255128559
0004,5.653316508465164
107201700012,5.554851280728442
0032,4.559065782091415
107201700056,4.51095869553214
0015,5.2623211349909695
107201700017,4.911014126251137
107201700007,4.021369312655405
107201700013,1.430997074144775
107201700002,4.307287528372666
107201700034,4.661950707434517
107201700010,3.889317695460569
107201700023,4.059487108535107
107201700036,4.299745873098567
107201700027,4.798256022048197
107201700020,3.616926363901106
107201700041,4.506119114682544
107201700037,2.9389991586329263
107201700018,3.9582709999141055
107201700142,4.6234200905315
107201700024,4.9272682835973205
107201700042,4.866710609470179
107201700040,5.458568269600035
107201700045,5.657115731544625
107201700028,3.718897034395504
107201700055,3.7749890918956592
107201700054,5.098627891188393
107201700044,4.294457826991641
107201700038,4.426601760905033
107201700050,4.300382396222696
107201700061,3.5846640390628584
107201700032,4.646174807220272
107201700074,5.716783388427205
107201700043,4.702799656071699
107201700046,4.995293985466665
107201700075,5.21474168118163
107201700068,2.71070049280089
107201700058,4.7580627278093575
107201700071,5.424007993956517
107201700072,4.030146984885672
107201700059,2.117699046409187
107201700077,2.299605133795829
107201700057,2.943108947454148
107201700076,4.913778103811245
107201700069,3.565555054160725
107201700066,6.536438610789488
107201700085,5.610199235144309
107201700064,6.284957434499161
107201700096,4.733821829180834
107201700065,3.514990518837986
107201700079,4.555546108224747
107201700062,4.846423557822863
107201700103,4.711752431519935
107201700099,2.6197639866759848
107201700081,5.347963576526651
107201700086,3.314368542915158
107201700091,5.337283642583325
107201700109,4.587431740801074
107201700097,5.332970166491437
107201700087,5.2083600422841645
107201700073,4.799862334544769
107201700115,4.382906927822633
107201700083,4.666443990791914
107201700078,2.217539352557292
107201700112,4.069917552959951
107201700084,5.861354384625148
107201700104,1.941627249768351
107201700088,6.097140711655307
107201700090,3.885168674905549
107201700111,3.739096322741557
107201700092,5.254585734444934
107201700102,2.830637319994233
107201700113,4.509442309903832
107201700124,5.083901018996077
107201700127,4.181916110320327
107201700110,5.756726016516418
107201700118,4.094874931247644
107201700125,3.9405036559217472
107201700123,5.796225546969197
107201700116,4.457672074948123
107201700094,5.553733377306479
107201700121,5.444538057410885
107201700105,5.446165517543047
107201700106,5.014124148052964
107201700120,3.451182836341385
107201700119,3.955623185473644
107201700128,4.199945945939812
107201700126,5.890511132925075
107201700131,4.941903610022622
107201700130,5.237624824867182
107201700132,4.915637169542747
107201700240,3.216490865676962
107201700138,3.815096976214526
107201700134,4.246116548771501
107201700144,4.127481744191026
107201700145,3.323305890561616
107201700133,4.250597186772455
107201700135,5.573337808675141
107201700129,5.56570818521467
107201700139,4.3325660562936905
107201700140,3.660950034542921
107201700153,5.211967337001844
107201700150,5.4424262702862265
107201700146,4.895285309318807
107201700143,4.192717046784919
107201700154,3.0166008378996216
107201700148,5.195117720289772
107201700152,5.088670676802914
107201700156,4.888515112889807
107201700157,4.253490147859696
107201700158,1.7616993554611176
107201700159,5.035687588111141
107201700160,4.68013265218445
107201700161,5.199630793765523
107201700163,5.07236802271844
107201700165,4.991132300420404
107201700164,4.655253618196938
107201700162,5.137963752146065
107201700166,3.871679628946589
107201700167,4.160762674908708
107201700170,3.657123960834175
107201700169,5.524278382217528
107201700171,4.641915957753056
107201700174,4.159132373734153
107201700173,4.025425211836859
107201700175,5.156590913251359
107201700176,4.828410105331407
107201700177,5.113572315850486
107201700180,5.034873158304991
107201700179,3.5333888924838446
107201700181,5.230669454579994
107201700185,5.014414584820274
107201700182,4.829212985194532
107201700184,6.163529334251255
107201700188,5.77170766171255
107201700190,4.487854819165519
107201700189,3.14778983130791
107201700192,5.476285769523483
107201700193,2.385234872683452
107201700194,4.40117391226681
107201700195,5.045632337205911
107201700196,5.468302103395079
107201700197,4.30377067912583
107201700199,4.623241228838432
107201700200,5.880526063255831
107201700202,5.585419023155743
107201700203,2.487266606644309
107201700205,5.222361751016527
107201700207,4.663919397626239
107201700208,5.495971428831716
107201700209,3.673588416195325
107201700210,4.421271870444189
107201700211,1.293682739463401
107201700212,5.381218757534475
107201700213,4.401470746888481
107201700214,3.813268900902181
107201700216,2.66575282886604
107201700219,3.360321572514486
107201700215,4.431059505727386
107201700221,5.133816856992431
107201700217,3.7379926471981526
107201700224,4.283174868394547
107201700223,4.363068312247303
107201700220,4.972654793107937
107201700222,4.155466188783177
107201700226,4.432309865911435
107201700227,2.337194757205568
107201700228,4.294432225711963
107201700229,5.307563583547591
107201700230,2.449473186110101
107201700231,5.093373491664147
107201700236,2.92635198738583
107201700235,5.090471219078298
107201700237,5.894847654045813
107201700232,5.213385508655835
107201700241,4.14957847130993
107201700238,4.0461716970162565
107201700243,4.283124807273
107201700247,3.471701500333188
107201700249,5.860612857644231
107201700251,5.824611152171034
107201700253,5.294582270917235
107201700255,5.901225369789505
107201700261,4.424347429172479
107201700262,3.964485718033393
107201700259,5.850833622136467
107201700265,5.106073422594568
107201700269,5.823656357144292
107201700268,4.341329382171379
107201700257,3.9174347761670543
107201700263,4.349033657821475
107201700271,4.235871128729868
107201700272,5.325866470744692
107201700275,4.607600631090315
107201700276,3.732923086353087
107201700274,5.396933271851487
107201700278,4.519928833108663
107201700277,4.451246409327201
107201700281,4.277024840886387
107201700282,4.562355129354259
107201700279,3.9913222561678183
107201700398,4.549125151682674
107201700284,4.519896944021313
107201700287,4.027914661942831
107201700285,5.083191831608182
107201700290,3.832742633845629
107201700291,5.318356932625343
107201700286,3.288390329871316
107201700293,4.117718773348146
107201700292,2.212449499030069
107201700297,3.6577566904645975
107201700296,3.842177274519144
107201700298,3.3784082701824465
107201700299,3.210803465752088
107201700302,5.1599580119675785
107201700303,3.989121853638279
107201700306,3.773532237557136
107201700300,3.6590653185939632
107201700304,2.4203855826430587
107201700301,4.835240809683484
107201700305,5.1505041671828655
107201700308,4.400704656353367
107201700311,3.1466416129143484
107201700315,4.790220365975016
107201700312,4.595087680662749
107201700317,3.840706292325952
107201700320,5.035777930998672
107201700318,4.89374055810795
107201700321,5.991900030326713
107201700322,3.735508792973389
107201700326,4.026896406027536
107201700327,2.63446363752322
107201700328,5.128605855671874
107201700329,3.17587316844537
107201700334,3.807951411600208
107201700339,4.93602955154362
107201700330,2.841068752638505
107201700340,3.34408795805168
107201700343,4.100780002730272
107201700341,3.886065571083424
107201700344,5.474482312571903
107201700345,5.569586733887789
107201700346,4.543623797782849
107201700347,3.8270972563242394
107201700349,5.434564959617751
107201700348,3.8018274458980086
107201700350,5.580579484712552
107201700351,3.5530354600514515
107201700353,4.542268861615296
107201700352,3.9506794666918577
107201700354,3.769159106989735
